Date,Year,Month,Temperature_C,Rainfall_mm,Humidity_Percent,CO2_ppm,Season,Temp_5yr_Avg,Temp_10yr_Avg,Rainfall_5yr_Avg,Temp_Change_1yr,Temperature_C_normalized,Rainfall_mm_normalized
1902-12-31,1902,12,10.25228858760567,79.04361699250707,48.59784335105936,280.96481062355616,Winter,,,,0.10766658881319735,-1.32995565419667,-0.0001311668062553749
1903-01-31,1903,1,8.887687705759417,85.45896956419587,52.44062307174601,279.208365563594,Winter,,,,0.9265855088838135,-1.6934250596617768,0.16620482628351838
1903-02-28,1903,2,9.406815503915915,44.65556120707736,66.06668507070182,279.15565953109046,Winter,,,,1.15051288525218,-1.5551523422199809,-0.8917378782968203
1903-03-31,1903,3,11.099586380945013,53.88179706981997,55.71747949953809,282.0002405418939,Spring,,,,-0.32581180684048583,-1.1042729441134989,-0.6525218589805525
1903-04-30,1903,4,13.39237762920809,73.9419549521503,69.48119983367884,278.8031543079305,Spring,,,,-0.04289944059824613,-0.49357461982817624,-0.13240605153137644
1903-05-31,1903,5,16.68591633798493,132.09369416731613,75.62306530214903,277.91798291793276,Spring,,,,0.038393504764346886,0.38367862856178675,1.3753407455719144
1903-06-30,1903,6,18.053971735706636,109.8664344299453,83.09866660502288,278.44478508228735,Summer,,,,0.041867970761451545,0.7480681644827094,0.7990367496862046
1903-07-31,1903,7,19.48321836189895,107.99727939683706,79.68997242028567,278.7230795060124,Summer,,,,0.7043595968390122,1.1287563410741555,0.7505736675412176
1903-08-31,1903,8,18.25170383364444,103.731744356996,66.19476805691747,282.0183119595227,Summer,,,,0.7389230928601478,0.8007352622656052,0.6399777183735453
1903-09-30,1903,9,16.109849020226278,130.81670722038976,62.256126342132916,281.56296866866774,Fall,,,,1.942592327636449,0.2302397379095036,1.342231280487011
1903-10-31,1903,10,13.422172157818318,98.4807687820805,59.24899811806839,279.65851508830264,Fall,,,,-0.4357514339929285,-0.4856386733223957,0.5038314618453883
1903-11-30,1903,11,11.805340319156386,101.58014000471593,47.41250166224259,281.83755918155595,Fall,,,,0.08445957537672655,-0.9162912655590459,0.5841913461245493
1903-12-31,1903,12,10.474945844131883,80.0108754857478,51.483362671845306,277.0060741426195,Winter,,,,0.2226572565262117,-1.27064959501944,0.024947720168363788
1904-01-31,1904,1,9.367209456898227,56.97279694246457,51.0214146951639,279.8524020381997,Winter,,,,0.4795217511388099,-1.5657016438904192,-0.5723790254088413
1904-02-29,1904,2,8.428021891725342,37.395495424914905,60.07214552945401,280.3218624333507,Winter,,,,-0.9787936121905734,-1.815859730752971,-1.07997542849824
1904-03-31,1904,3,10.799771219206646,25.074714325057045,66.61505155927854,282.1233711381321,Spring,,,,-0.2998151617383673,-1.1841304614551498,-1.3994262048952546
1904-04-30,1904,4,14.75736897443184,14.001093887897454,71.54316816784451,280.0066654867177,Spring,,,,1.3649913452237499,-0.13000121216465196,-1.6865408462078326
1904-05-31,1904,5,16.59748587152928,81.14107597731554,73.53720426095687,277.7056301301339,Spring,,,,-0.08843046645565167,0.36012465795013715,0.05425133506009867
1904-06-30,1904,6,19.336987207216033,107.19670173952616,82.04725411451342,276.4472259880277,Summer,,,,1.2830154715093975,1.0898068199649762,0.7298164483258693
1904-07-31,1904,7,19.51216134100678,77.78510286086379,60.97492532180458,277.6850293378557,Summer,,,,0.028942979107831945,1.1364654724023426,-0.032761672388786904
1904-08-31,1904,8,18.362619731452167,151.3539395961242,62.135688746917666,280.28578874295323,Summer,,,,0.11091589780772537,0.8302783586897101,1.8747165810780557
1904-09-30,1904,9,16.645164339168396,104.79959924785229,64.4773729277607,276.03994010599166,Fall,,,,0.5353153189421178,0.37282409594465943,0.6676648488564759
1904-10-31,1904,10,14.791956504204178,126.26028844831177,45.126094093862434,279.34752152358146,Fall,,,,1.3697843463858597,-0.1207886218387175,1.2240933554209583
1904-11-30,1904,11,14.798941881603838,97.52281108769762,46.91744617348311,281.3011903705289,Fall,,,,2.993601562447452,-0.11892802581816624,0.4789937241446806
1904-12-31,1904,12,10.443448686741785,91.22319630455479,43.404577832019115,280.2072515927582,Winter,14.039324448770385,,84.94767265041459,-0.031497157390097286,-1.2790390466332557,0.31565855755363514
1905-01-31,1905,1,9.326117432909134,57.39869661559777,57.90346812274569,279.6351043514603,Winter,14.05115334464481,,84.85245931091825,-0.0410920239890924,-1.5766467441958403,-0.5613363828891065
1905-02-28,1905,2,9.629822819623964,49.12213666117634,49.68390594090796,279.08185697536743,Winter,14.063311084868724,,84.65459781329234,1.2018009278986224,-1.4957530427375507,-0.7759293930162703
1905-03-31,1905,3,10.42335380552896,55.85265695522288,65.65249718601869,279.59873744902916,Spring,14.049342374207463,,84.81598261054509,-0.3764174136776859,-1.2843914354705221,-0.6014217935334879
1905-04-30,1905,4,13.38551015123206,25.504788746956525,70.52021629775332,281.7441189177317,Spring,14.039118521665241,,83.9385690288014,-1.37185882319978,-0.4954038126494612,-1.3882753203149036
1905-05-31,1905,5,16.469775946117387,46.710254914029164,77.8506940953639,278.5243067919359,Spring,14.048997740887406,,83.62502210951105,-0.1277099254118923,0.32610837430341183,-0.8384641860995468
1905-06-30,1905,6,18.715852228640372,63.22779406951741,77.90416328378156,281.72138750038414,Summer,14.06009960988464,,83.32813555691942,-0.621134978575661,0.924363894945737,-0.4102006965834735
1905-07-31,1905,7,19.90250378427077,113.25561414571109,71.38373011441496,280.2282305173901,Summer,14.070380618098765,,83.86465488071134,0.3903424432639895,1.2404354592815863,0.8869107312767781
1905-08-31,1905,8,18.716679655698933,115.15368164030141,79.99123356185554,278.3756039104461,Summer,14.07023986329478,,83.82264945468184,0.3540599242467657,0.9245842849696931,0.9361234500067465
1905-09-30,1905,9,17.1022898905457,111.173678999314,62.32210549765259,278.5269190775494,Fall,14.079912889782408,,83.60480024111048,0.4571255513773025,0.49458215325825355,0.8329307284235131
1905-10-31,1905,10,14.508189643690846,123.16990375269154,53.79206657763786,282.0552655906169,Fall,14.077707640440057,,83.56015654197383,-0.28376686051333166,-0.1963715805291261,1.1439664720375076
1905-11-30,1905,11,12.003430769277001,69.95253805623629,42.75035814140549,277.53685061884954,Fall,14.085495114230719,,83.28513459898093,-2.795511112326837,-0.8635287185817625,-0.23584286405504018
1905-12-31,1905,12,9.669934092434195,72.58470485289696,59.061012821989685,282.38335744589773,Winter,14.084868874319975,,82.85815167852387,-0.7735145943075903,-1.4850691712299653,-0.1675965637608653
1906-01-31,1906,1,8.966990782541728,47.69928361855597,47.6620614614148,277.1411043733031,Winter,14.075721735026752,,82.80746173433282,-0.359126650367406,-1.6723022225354938,-0.8128208453909235
1906-02-28,1906,2,10.265758255719476,82.64389734518349,59.425852708687245,276.3082651364644,Winter,14.085504259528088,,82.78779563209115,0.6359354360955116,-1.3263679295174118,0.09321619036111357
1906-03-31,1906,3,11.57124311121728,37.60367936065802,67.04371797227425,280.4697172184749,Spring,14.09108734334845,,83.19830473823545,1.1478893056883201,-0.978644422531617,-1.0745776765726505
1906-04-30,1906,4,14.618363389950005,36.561089974937474,69.60277650936115,279.8559767057581,Spring,14.102615840042152,,83.2328262364103,1.2328532387179454,-0.16702616049942412,-1.1016097280337025
1906-05-31,1906,5,16.717672034305576,64.03321551769467,75.01114636750872,277.85695640495027,Spring,14.103340777320419,,83.0717501061214,0.2478960881881882,0.39213694352797585,-0.38931788851621524
1906-06-30,1906,6,18.09863718611731,91.31534816020098,83.90677421586823,280.9998200630714,Summer,14.027053331534974,,83.24775999944362,-0.617215042523064,0.7599650677615887,0.31804785264734814
1906-07-31,1906,7,18.616136395380348,102.61559718990544,67.9309696528947,278.45898853833097,Summer,14.028185075591585,,83.15376164243685,-1.2863673888904223,0.8978040010510163,0.6110384753003508
1906-08-31,1906,8,18.95083604180971,116.94510347239951,72.00974770248696,279.96636658364696,Summer,14.046904403587636,,82.73104111522856,0.23415638611077583,0.9869532043935124,0.9825710810846902
1906-09-30,1906,9,17.134921786132676,143.0452017853106,62.85651683373124,277.2107989603745,Fall,14.042286446284267,,82.86219969519495,0.03263189558697732,0.5032738490104584,1.659289269852288
1906-10-31,1906,10,15.44500441669083,95.77175983600009,60.14124159031855,281.7509575281616,Fall,14.078302207448056,,82.38137216127458,0.9368147729999841,0.05315449929616665,0.43359281349363477
1906-11-30,1906,11,11.781282687557193,107.97622318587615,46.01709220149706,284.27078307520253,Fall,14.085122433911538,,82.27560706848399,-0.2221480817198085,-0.9226991560789661,0.7500277262664782
1906-12-31,1906,12,9.712210797835459,88.65511144337675,60.14707454104966,280.214417197944,Winter,14.077915580562255,,82.40478284504266,0.042276705401263825,-1.4738085241194117,0.24907376101291845
1907-01-31,1907,1,9.007611555393721,38.64043439685134,52.50246881482059,277.1820759845778,Winter,14.095357403204222,,81.97947597301773,0.040620772851992726,-1.661482642719547,-1.0476968969726224
1907-02-28,1907,2,10.029195081750274,38.01134629785414,50.603312105359635,278.52865592784224,Winter,14.124905610922331,,82.51344308912614,-0.236563173969202,-1.389377910927648,-1.0640077688254708
1907-03-31,1907,3,12.594132246972727,61.18298674756332,61.20441126663699,282.0638906600862,Spring,14.144384511908786,,83.2970664870799,1.022889135755447,-0.7061919340598721,-0.4632180565451784
1907-04-30,1907,4,14.343935459318178,71.71336743100083,60.04110947523811,278.61507241478523,Spring,14.159528818400648,,83.75231321622338,-0.2744279306318269,-0.24012164073597278,-0.1901884281623603
1907-05-31,1907,5,16.24053368798638,40.775560623175444,72.75716779632702,281.8248872452885,Spring,14.15274566598008,,82.97670161208248,-0.47713834631919383,0.2650483615342402,-0.9923377663154977
1907-06-30,1907,6,18.8792529905024,96.28666745351175,81.42395689786915,281.80233772909867,Summer,14.167198153072698,,82.87708973325987,0.7806158043850928,0.9678866410883183,0.4469432363973204
1907-07-31,1907,7,18.69626055687872,127.70298296941363,88.27848612665727,282.0341081371344,Summer,14.16582151626968,,83.43973060869484,0.08012416149837165,0.9191455388813315,1.2614992537267908
1907-08-31,1907,8,19.190582503134927,97.84485987832392,70.44671776270204,281.099292107892,Summer,14.193784878975524,,82.79381996132163,0.23974646132521826,1.0508110729611646,0.48734374151529014
1907-09-30,1907,9,16.185719854854444,105.91016351854329,60.646612467342884,276.78558884232746,Fall,14.227425931679933,,82.97894398344167,-0.9492019312782318,0.2504483773155771,0.6964593396956255
1907-10-31,1907,10,14.777638786378791,116.45479525388666,55.89488609906568,276.79960174650506,Fall,14.242754518256058,,83.15412811011105,-0.6673656303120392,-0.12460222950586895,0.9698584665346618
1907-11-30,1907,11,11.211330211133868,92.99549100681223,55.493662981187256,283.3364079245123,Fall,14.234262009378629,,82.96294958915078,-0.5699524764233246,-1.0745093230698235,0.36161026419072384
1907-12-31,1907,12,9.576657843028269,84.58314834842798,51.99464618211504,279.8917707662837,Winter,14.223001496969006,,83.05527511174947,-0.13555295480719032,-1.5099138443989562,0.14349670696101405
1908-01-31,1908,1,9.877743576491191,54.64464855713158,55.20012113818388,287.81706666233174,Winter,14.239502428147869,,82.54170309496504,0.8701320210974703,-1.4297179028664166,-0.632742796442048
1908-02-29,1908,2,10.12533241443289,36.21989197897831,63.83126201051162,281.6659084294747,Winter,14.25147770998982,,82.40110860783007,0.09613733268261626,-1.3637711715373912,-1.1104562422141644
1908-03-31,1908,3,12.11548706632554,30.39289716572177,67.11182042468201,280.00006097910284,Spring,14.268409388079496,,82.00962694276176,-0.4786451806471863,-0.8336818701671922,-1.261537411668401
1908-04-30,1908,4,14.257388025110556,47.14096302954796,78.74013955612925,279.82207792780036,Spring,14.282826228011203,,81.56294374405171,-0.08654743420762223,-0.2631740547234343,-0.8272968712363225
1908-05-31,1908,5,15.953699763488267,52.86744446171003,75.86032780556006,283.7074471360465,Spring,14.270622618436256,,80.24250624895829,-0.28683392449811507,0.18864847245934846,-0.6788217928544523
1908-06-30,1908,6,18.164097414245777,68.73308461466448,82.8094596885566,281.6247480340943,Summer,14.27245804641191,,79.5569504187036,-0.715155576256624,0.7774007813947751,-0.26746061178814634
1908-07-31,1908,7,19.297576038693894,104.47747459469198,81.4481533682164,280.6217355169083,Summer,14.269364007691825,,79.49828700533453,0.601315481815174,1.0793094253186775,0.6593128645370836
1908-08-31,1908,8,22.45780973193572,95.13849587109081,75.77259840811192,280.34551903862877,Summer,14.339465772663345,,79.3550661972361,3.2672272288007917,1.9210561051678996,0.41717367061503485
1908-09-30,1908,9,17.565407022199533,105.65048298026788,75.7397438351738,280.77545924280713,Fall,14.363725072696235,,78.9356291265674,1.3796871673450894,0.6179361029312028,0.6897263940410493
1908-10-31,1908,10,13.939545412881492,124.71869095950325,51.830175121982876,283.9884424997048,Fall,14.37234796028062,,79.37292782952446,-0.8380933734972995,-0.3478332886688734,1.1841231205226814
1908-11-30,1908,11,11.981718368020891,106.12891445010261,45.768839632197,283.62303946955615,Fall,14.375287594428363,,79.44874073694756,0.770388156887023,-0.8693119433185814,0.7021310705995211
1908-12-31,1908,12,5.243000918771117,89.58996873686633,51.829985258449085,282.44087039625936,Winter,14.288088512339016,,79.60839229113286,-4.333656924257151,-2.6642086471535675,0.27331255608647925
1909-01-31,1909,1,9.286497836180006,78.02301093316512,55.46191463730281,276.96148781522265,Winter,14.28674331866038,,79.95922919097787,-0.5912457403111855,-1.5871996549109648,-0.026593238927319424
1909-02-28,1909,2,10.260394302257414,41.0436182089295,53.063473032819886,281.4034877090692,Winter,14.317282858835913,,80.02003123737812,0.13506188782452355,-1.3277966498133862,-0.9853876222301337
1909-03-31,1909,3,11.809434176082851,40.3406270524802,71.38264243411275,279.67390777714934,Spring,14.334110574783852,,80.2744631161685,-0.30605289024268956,-0.9152008428846092,-1.0036146379451159
1909-04-30,1909,4,13.879323210540893,42.62273904680946,66.82613540883952,283.06685727380716,Spring,14.319476478719,,80.75149053548371,-0.37806481456966345,-0.3638738235767228,-0.9444444893559301
1909-05-31,1909,5,16.48777118582227,72.74859690928113,80.34055831583868,281.3763196642518,Spring,14.317647900623886,,80.61161588434979,0.5340714223340051,0.33090151137649293,-0.16334720292628063
1909-06-30,1909,6,19.113443059514797,87.59593506960167,70.44904050197823,279.67537459486215,Summer,14.313922164828863,,80.28493643985107,0.9493456452690197,1.0302645321494779,0.2216116454050265
1909-07-31,1909,7,19.517957714251594,103.34418806213644,70.12199947752623,282.11378587665865,Summer,14.31401877104961,,80.7109211932056,0.22038167555770016,1.1380093702300325,0.6299292353847625
1909-08-31,1909,8,18.3259240761155,100.00093715815412,69.92436112674379,275.79211662653285,Summer,14.313407176793998,,79.85503781923944,-4.13188565582022,0.8205042568216783,0.5432460869454566
1909-09-30,1909,9,17.535955772641174,111.26185799006576,73.97337360766224,280.6849127393863,Fall,14.328253700685213,,79.96274213160966,-0.02945124955835965,0.6100915908034527,0.8352170158617241
1909-10-31,1909,10,14.306492048721799,92.60728212711946,61.14778156084355,277.46528351549216,Fall,14.320162626427171,,79.40185869292313,0.36694663584030707,-0.250094911579561,0.35154486111140926
1909-11-30,1909,11,10.957400240200007,121.5490636071758,50.13386521551518,277.7988518870433,Fall,14.256136932403775,,79.80229623491442,-1.0243181278208837,-1.1421450521631753,1.1019416492033103
1909-12-31,1909,12,9.31372234581691,102.24889533379957,43.37618220489686,280.47244267908735,Winter,14.237308160055028,14.138316304412706,79.98605788540183,4.070721427045792,-1.5799482479512854,0.6015307020764113
1910-01-31,1910,1,9.819968959012227,57.501494065699376,53.89987194603849,282.9307743896208,Winter,14.245539018823413,14.148346181734114,79.98777117623688,0.5334711228322213,-1.4451065092680495,-0.5586710709271101
1910-02-28,1910,2,9.766821475930616,51.01968279991726,50.06410785168139,286.06278285366426,Winter,14.247822329761856,14.155566707315291,80.01939694521587,-0.49357282632679755,-1.4592626514299276,-0.7267301918976872
1910-03-31,1910,3,11.682498040815881,6.59593809884732,70.59675000478018,281.22461138706353,Spring,14.26880806701664,14.159075220612051,79.19845163094297,-0.12693613526696979,-0.9490110230122241,-1.8785402614218731
1910-04-30,1910,4,14.013156870430057,47.51508914855614,71.07789166469715,280.6446506752748,Spring,14.27926884566994,14.15919368366759,79.56528997096962,0.13383365988916474,-0.32822644752833574,-0.8175966031917141
1910-05-31,1910,5,17.2993568267582,82.89975158687156,73.17861978089078,281.7552349604506,Spring,14.29309519368062,14.171046467284013,80.16844824885032,0.8115856409359274,0.5470720813353027,0.09984992855427621
1910-06-30,1910,6,18.674588107212834,69.71658899566862,85.76635911565668,282.13481062762787,Summer,14.292407458323494,14.176253534104067,80.27659483095285,-0.4388549523019627,0.9133729554836321,-0.24196050464759644
1910-07-31,1910,7,18.346019937173995,119.70967444593842,78.00018081677871,278.1442895356409,Summer,14.266466060871883,14.168423339485324,80.38416250262328,-1.1719377770775985,0.8258569066465552,1.0542503306991358
1910-08-31,1910,8,19.465354969193612,99.6076923210206,75.21511796939129,281.7895528192796,Summer,14.278943982763458,14.17459192302912,80.12506268063528,1.1394308930781136,1.1239983222185514,0.5330501125572848
1910-09-30,1910,9,17.144765777772932,114.58225505542887,58.35572817616451,280.77371018719947,Fall,14.279651914217245,14.179782401999827,80.18187228157053,-0.3911899948682418,0.5058958536101085,0.9213076144917779
1910-10-31,1910,10,14.449019939908501,106.27035405096522,58.536528397402684,276.9682234729534,Fall,14.27866575248754,14.178186696463799,79.9002131198751,0.1425278911867025,-0.21213177630609067,0.7057982886064514
1910-11-30,1910,11,10.859881215557001,304.7079761861923,52.86112695116403,280.12302117027673,Fall,14.259606593258873,14.172550853744797,83.81280375537435,-0.09751902464300599,-1.1681198132673705,5.850849721928892
1910-12-31,1910,12,9.968986258354665,108.03032044140677,53.08396181450856,279.52643754502435,Winter,14.264590796024214,14.174729835172096,84.40356401518287,0.6552639125377553,-1.4054148822754515,0.7514303492122266
1911-01-31,1911,1,8.737214134174536,62.67242677517833,53.063632747814644,279.73763121679747,Winter,14.260761185218094,14.168241460122424,84.65311640112655,-1.082754824837691,-1.733504573261512,-0.42460014998859685
1911-02-28,1911,2,9.022426789946453,53.49751313316728,55.73938428077462,278.6821524207268,Winter,14.240038994121878,14.162771626824984,84.1673433309263,-0.7443946859841635,-1.6575365185697355,-0.6624854969127302
1911-03-31,1911,3,11.069953127386036,67.00436481623125,51.895601095905334,282.1242311216145,Spring,14.231684161058022,14.161385752203238,84.65735475518585,-0.6125449134298453,-1.1121659340685586,-0.3122825169341405
1911-04-30,1911,4,13.52967439724231,54.74286087439584,77.33315453480122,280.878536279069,Spring,14.213539344512895,14.158077592277522,84.96038427017682,-0.4834824731877472,-0.45700482472283993,-0.6301963668977248
1911-05-31,1911,5,16.386537753159498,67.37938299158759,80.72335629476,282.58833922764876,Spring,14.208020439827127,14.155680608573773,85.01615372807504,-0.9128190735987012,0.30393739602772685,-0.30255911982890676
1911-06-30,1911,6,18.391015681610117,341.51383943294184,81.50554027051285,285.4851686357234,Summer,14.212893414752008,14.119973373143491,89.18612858262071,-0.283572425602717,0.8378417856659282,6.80514486724822
1911-07-31,1911,7,19.187194246933725,114.60633788253084,78.12730681189919,284.6019504605148,Summer,14.222411045611231,14.125298060601407,89.38597426083113,0.8411743097597295,1.04990859115612,0.9219320292714258
1911-08-31,1911,8,18.444298256448526,99.59414449192877,80.59005303108952,281.3325072704936,Summer,14.213968749188545,14.130436576388089,89.09679161115663,-1.0210567127450858,0.8520339103053058,0.5326988471231537
1911-09-30,1911,9,17.305621931623698,125.46449918511605,59.03851551832548,280.9363207947574,Fall,14.216813751613394,14.129550098948831,88.80377990115339,0.1608561538507658,0.548740828564572,1.203460288741508
1911-10-31,1911,10,14.974403573261414,113.98823317934313,53.90383667156418,279.8560527761318,Fall,14.208970404222903,14.143636305835482,89.10738779020909,0.5253836333529129,-0.07219278066546202,0.9059059327335822
1911-11-30,1911,11,12.185562769730318,127.4251596853863,51.610182978352675,278.4857601157324,Fall,14.215708405592459,14.150415419751997,89.43153673186761,1.3256815541733165,-0.8150167977691566,1.2542959065473884
1911-12-31,1911,12,10.778238304898698,86.5334314708774,49.288613680401475,281.19789719221205,Winter,14.233475530710177,14.155695555636216,89.39617539899263,0.8092520465440334,-1.189865878796264,0.194063262166483
1912-01-31,1912,1,9.615471202600792,29.04494008927485,50.48235855253742,283.24810070018094,Winter,14.243606524830295,14.169481964017258,89.23625049386634,0.8782570684262563,-1.4995756796537878,-1.2964869762399027
1912-02-29,1912,2,9.78373534907335,28.316830271043635,53.60914038874745,281.7974377049377,Winter,14.239515529285681,14.182210570104006,89.07467522675282,0.7613085591268973,-1.4547575426489747,-1.315365263651318
1912-03-31,1912,3,11.396135259450945,44.87649411312595,66.08958804953674,281.9811144511007,Spring,14.219548912826983,14.181966712367885,88.80290034951221,0.3261821320649094,-1.0252854203651158,-0.8860095735897685
1912-04-30,1912,4,13.713896280601203,42.33570360520299,62.483250520771946,283.9896412937668,Spring,14.209048259848368,14.184288539124509,88.31327261908224,0.18422188335889267,-0.40793625140671697,-0.9518866875356952
1912-05-31,1912,5,16.12027118563392,50.043925110635044,74.74998367341257,283.96500315681897,Spring,14.20704388480916,14.17989477539462,88.46774536053991,-0.26626656752557665,0.23301574246495274,-0.7520294443468811
1912-06-30,1912,6,18.246230093245043,95.2057972752639,82.67852550241022,282.7320208185246,Summer,14.196493503188204,14.181845828130452,88.44973085756911,-0.1447855883650746,0.7992772995784141,0.4189186481161733
1912-07-31,1912,7,18.846893145976903,97.98077829119777,80.54212966683878,279.1399685647184,Summer,14.199004046339839,14.182412781304759,87.95436077959884,-0.34030110095682176,0.9592674077233855,0.49086780725165013
1912-08-31,1912,8,18.32752179305521,95.49935416617951,67.94267988524096,281.4798096164079,Summer,14.184619701171844,14.189202290073684,87.91526901772976,-0.1167764633933146,0.8209298180490705,0.4265299331442603
1912-09-30,1912,9,17.776062654773597,132.36224801304425,57.796654593027526,282.007217663568,Fall,14.211125414503831,14.219275673091882,88.35613709263812,0.47044072314989904,0.6740454595556677,1.3823037565877698
1912-10-31,1912,10,14.745178050954141,122.55367241701393,53.77965278747574,281.67799583652356,Fall,14.210584402246752,14.226669460251406,88.45778504535691,-0.22922552230727256,-0.13324833575035167,1.1279889478020797
1912-11-30,1912,11,11.166965551920711,119.27233676175983,51.99398533111229,285.91406320226645,Fall,14.209844991259867,14.222053500319248,88.89573247460604,-1.0185972178096065,-1.086326108858538,1.0429111256904424
