Date,Year,Month,Temperature_C,Rainfall_mm,Humidity_Percent,CO2_ppm
1901-12-31,1901,12,10.144621998792474,80.90456484985656,50.425277499319584,278.67927968892377
1902-01-31,1902,1,7.961102196875603,64.15884671834795,60.020730196011876,275.13485086748096
1902-02-28,1902,2,8.256302618663735,5.9733193313496145,55.9133186762382,283.0610682746072
1902-03-31,1902,3,11.425398187785499,14.165582870336927,65.10355403956505,279.39406226596344
1902-04-30,1902,4,13.435277069806336,44.398563682392805,70.34868699749518,280.65291818740764
1902-05-31,1902,5,16.647522833220584,87.31225687162888,74.57644084819509,275.55673791458355
1902-06-30,1902,6,18.012103764945184,102.26338018286837,85.18076678788844,279.5530650879027
1902-07-31,1902,7,18.778858765059937,93.94453044331502,88.20688180344024,282.99497388885254
1902-08-31,1902,8,17.512780740784294,136.59949872071687,67.32743527648637,281.52674506812207
1902-09-30,1902,9,14.16725669258983,94.80272219134072,72.21384960428442,279.832147496534
1902-10-31,1902,10,13.857923591811247,105.94374765372409,57.67128051991206,281.33783255711046
1902-11-30,1902,11,11.72088074377966,104.46620226442874,51.87402232194695,279.8736440493291
1902-12-31,1902,12,10.25228858760567,79.04361699250707,48.59784335105936,280.96481062355616
1903-01-31,1903,1,8.887687705759417,85.45896956419587,52.44062307174601,279.208365563594
1903-02-28,1903,2,9.406815503915915,44.65556120707736,66.06668507070182,279.15565953109046
1903-03-31,1903,3,11.099586380945013,53.88179706981997,55.71747949953809,282.0002405418939
1903-04-30,1903,4,13.39237762920809,73.9419549521503,69.48119983367884,278.8031543079305
1903-05-31,1903,5,16.68591633798493,132.09369416731613,75.62306530214903,277.91798291793276
1903-06-30,1903,6,18.053971735706636,109.8664344299453,83.09866660502288,278.44478508228735
1903-07-31,1903,7,19.48321836189895,107.99727939683706,79.68997242028567,278.7230795060124
1903-08-31,1903,8,18.25170383364444,103.731744356996,66.19476805691747,282.0183119595227
1903-09-30,1903,9,16.109849020226278,130.81670722038976,62.256126342132916,281.56296866866774
1903-10-31,1903,10,13.422172157818318,98.4807687820805,59.24899811806839,279.65851508830264
1903-11-30,1903,11,11.805340319156386,101.58014000471593,47.41250166224259,281.83755918155595
1903-12-31,1903,12,10.474945844131883,80.0108754857478,51.483362671845306,277.0060741426195
1904-01-31,1904,1,9.367209456898227,56.97279694246457,51.0214146951639,279.8524020381997
1904-02-29,1904,2,8.428021891725342,37.395495424914905,60.07214552945401,280.3218624333507
1904-03-31,1904,3,10.799771219206646,25.074714325057045,66.61505155927854,282.1233711381321
1904-04-30,1904,4,14.75736897443184,14.001093887897454,71.54316816784451,280.0066654867177
1904-05-31,1904,5,16.59748587152928,81.14107597731554,73.53720426095687,277.7056301301339
1904-06-30,1904,6,19.336987207216033,107.19670173952616,82.04725411451342,276.4472259880277
1904-07-31,1904,7,19.51216134100678,77.78510286086379,60.97492532180458,277.6850293378557
1904-08-31,1904,8,18.362619731452167,151.3539395961242,62.135688746917666,280.28578874295323
1904-09-30,1904,9,16.645164339168396,104.79959924785229,64.4773729277607,276.03994010599166
1904-10-31,1904,10,14.791956504204178,126.26028844831177,45.126094093862434,279.34752152358146
1904-11-30,1904,11,14.798941881603838,97.52281108769762,46.91744617348311,281.3011903705289
1904-12-31,1904,12,10.443448686741785,91.22319630455479,43.404577832019115,280.2072515927582
1905-01-31,1905,1,9.326117432909134,57.39869661559777,57.90346812274569,279.6351043514603
1905-02-28,1905,2,9.629822819623964,49.12213666117634,49.68390594090796,279.08185697536743
1905-03-31,1905,3,10.42335380552896,55.85265695522288,65.65249718601869,279.59873744902916
1905-04-30,1905,4,13.38551015123206,25.504788746956525,70.52021629775332,281.7441189177317
1905-05-31,1905,5,16.469775946117387,46.710254914029164,77.8506940953639,278.5243067919359
1905-06-30,1905,6,18.715852228640372,63.22779406951741,77.90416328378156,281.72138750038414
1905-07-31,1905,7,19.90250378427077,113.25561414571109,71.38373011441496,280.2282305173901
1905-08-31,1905,8,18.716679655698933,115.15368164030141,79.99123356185554,278.3756039104461
1905-09-30,1905,9,17.1022898905457,111.173678999314,62.32210549765259,278.5269190775494
1905-10-31,1905,10,14.508189643690846,123.16990375269154,53.79206657763786,282.0552655906169
1905-11-30,1905,11,12.003430769277001,69.95253805623629,42.75035814140549,277.53685061884954
1905-12-31,1905,12,9.669934092434195,72.58470485289696,59.061012821989685,282.38335744589773
1906-01-31,1906,1,8.966990782541728,47.69928361855597,47.6620614614148,277.1411043733031
1906-02-28,1906,2,10.265758255719476,82.64389734518349,59.425852708687245,276.3082651364644
1906-03-31,1906,3,11.57124311121728,37.60367936065802,67.04371797227425,280.4697172184749
1906-04-30,1906,4,14.618363389950005,36.561089974937474,69.60277650936115,279.8559767057581
1906-05-31,1906,5,16.717672034305576,64.03321551769467,75.01114636750872,277.85695640495027
1906-06-30,1906,6,18.09863718611731,91.31534816020098,83.90677421586823,280.9998200630714
1906-07-31,1906,7,18.616136395380348,102.61559718990544,67.9309696528947,278.45898853833097
1906-08-31,1906,8,18.95083604180971,116.94510347239951,72.00974770248696,279.96636658364696
1906-09-30,1906,9,17.134921786132676,143.0452017853106,62.85651683373124,277.2107989603745
1906-10-31,1906,10,15.44500441669083,95.77175983600009,60.14124159031855,281.7509575281616
1906-11-30,1906,11,11.781282687557193,107.97622318587615,46.01709220149706,284.27078307520253
1906-12-31,1906,12,9.712210797835459,88.65511144337675,60.14707454104966,280.214417197944
1907-01-31,1907,1,9.007611555393721,38.64043439685134,52.50246881482059,277.1820759845778
1907-02-28,1907,2,10.029195081750274,38.01134629785414,50.603312105359635,278.52865592784224
1907-03-31,1907,3,12.594132246972727,61.18298674756332,61.20441126663699,282.0638906600862
1907-04-30,1907,4,14.343935459318178,71.71336743100083,60.04110947523811,278.61507241478523
1907-05-31,1907,5,16.24053368798638,40.775560623175444,72.75716779632702,281.8248872452885
1907-06-30,1907,6,18.8792529905024,96.28666745351175,81.42395689786915,281.80233772909867
1907-07-31,1907,7,18.69626055687872,127.70298296941363,88.27848612665727,282.0341081371344
1907-08-31,1907,8,19.190582503134927,97.84485987832392,70.44671776270204,281.099292107892
1907-09-30,1907,9,16.185719854854444,105.91016351854329,60.646612467342884,276.78558884232746
1907-10-31,1907,10,14.777638786378791,116.45479525388666,55.89488609906568,276.79960174650506
1907-11-30,1907,11,11.211330211133868,92.99549100681223,55.493662981187256,283.3364079245123
1907-12-31,1907,12,9.576657843028269,84.58314834842798,51.99464618211504,279.8917707662837
1908-01-31,1908,1,9.877743576491191,54.64464855713158,55.20012113818388,287.81706666233174
1908-02-29,1908,2,10.12533241443289,36.21989197897831,63.83126201051162,281.6659084294747
1908-03-31,1908,3,12.11548706632554,30.39289716572177,67.11182042468201,280.00006097910284
1908-04-30,1908,4,14.257388025110556,47.14096302954796,78.74013955612925,279.82207792780036
1908-05-31,1908,5,15.953699763488267,52.86744446171003,75.86032780556006,283.7074471360465
1908-06-30,1908,6,18.164097414245777,68.73308461466448,82.8094596885566,281.6247480340943
1908-07-31,1908,7,19.297576038693894,104.47747459469198,81.4481533682164,280.6217355169083
1908-08-31,1908,8,22.45780973193572,95.13849587109081,75.77259840811192,280.34551903862877
1908-09-30,1908,9,17.565407022199533,105.65048298026788,75.7397438351738,280.77545924280713
1908-10-31,1908,10,13.939545412881492,124.71869095950325,51.830175121982876,283.9884424997048
1908-11-30,1908,11,11.981718368020891,106.12891445010261,45.768839632197,283.62303946955615
1908-12-31,1908,12,5.243000918771117,89.58996873686633,51.829985258449085,282.44087039625936
1909-01-31,1909,1,9.286497836180006,78.02301093316512,55.46191463730281,276.96148781522265
1909-02-28,1909,2,10.260394302257414,41.0436182089295,53.063473032819886,281.4034877090692
1909-03-31,1909,3,11.809434176082851,40.3406270524802,71.38264243411275,279.67390777714934
1909-04-30,1909,4,13.879323210540893,42.62273904680946,66.82613540883952,283.06685727380716
1909-05-31,1909,5,16.48777118582227,72.74859690928113,80.34055831583868,281.3763196642518
1909-06-30,1909,6,19.113443059514797,87.59593506960167,70.44904050197823,279.67537459486215
1909-07-31,1909,7,19.517957714251594,103.34418806213644,70.12199947752623,282.11378587665865
1909-08-31,1909,8,18.3259240761155,100.00093715815412,69.92436112674379,275.79211662653285
1909-09-30,1909,9,17.535955772641174,111.26185799006576,73.97337360766224,280.6849127393863
1909-10-31,1909,10,14.306492048721799,92.60728212711946,61.14778156084355,277.46528351549216
1909-11-30,1909,11,10.957400240200007,121.5490636071758,50.13386521551518,277.7988518870433
1909-12-31,1909,12,9.31372234581691,102.24889533379957,43.37618220489686,280.47244267908735
1910-01-31,1910,1,9.819968959012227,57.501494065699376,53.89987194603849,282.9307743896208
1910-02-28,1910,2,9.766821475930616,51.01968279991726,50.06410785168139,286.06278285366426
1910-03-31,1910,3,11.682498040815881,6.59593809884732,70.59675000478018,281.22461138706353
1910-04-30,1910,4,14.013156870430057,47.51508914855614,71.07789166469715,280.6446506752748
1910-05-31,1910,5,17.2993568267582,82.89975158687156,73.17861978089078,281.7552349604506
1910-06-30,1910,6,18.674588107212834,69.71658899566862,85.76635911565668,282.13481062762787
1910-07-31,1910,7,18.346019937173995,119.70967444593842,78.00018081677871,278.1442895356409
1910-08-31,1910,8,19.465354969193612,99.6076923210206,75.21511796939129,281.7895528192796
1910-09-30,1910,9,17.144765777772932,114.58225505542887,58.35572817616451,280.77371018719947
1910-10-31,1910,10,14.449019939908501,106.27035405096522,58.536528397402684,276.9682234729534
1910-11-30,1910,11,10.859881215557001,304.7079761861923,52.86112695116403,280.12302117027673
1910-12-31,1910,12,9.968986258354665,108.03032044140677,53.08396181450856,279.52643754502435
1911-01-31,1911,1,8.737214134174536,62.67242677517833,53.063632747814644,279.73763121679747
1911-02-28,1911,2,9.022426789946453,53.49751313316728,55.73938428077462,278.6821524207268
1911-03-31,1911,3,11.069953127386036,67.00436481623125,51.895601095905334,282.1242311216145
1911-04-30,1911,4,13.52967439724231,54.74286087439584,77.33315453480122,280.878536279069
1911-05-31,1911,5,16.386537753159498,67.37938299158759,80.72335629476,282.58833922764876
1911-06-30,1911,6,18.391015681610117,341.51383943294184,81.50554027051285,285.4851686357234
1911-07-31,1911,7,19.187194246933725,114.60633788253084,78.12730681189919,284.6019504605148
1911-08-31,1911,8,18.444298256448526,99.59414449192877,80.59005303108952,281.3325072704936
1911-09-30,1911,9,17.305621931623698,125.46449918511605,59.03851551832548,280.9363207947574
1911-10-31,1911,10,14.974403573261414,113.98823317934313,53.90383667156418,279.8560527761318
1911-11-30,1911,11,12.185562769730318,127.4251596853863,51.610182978352675,278.4857601157324
1911-12-31,1911,12,10.778238304898698,86.5334314708774,49.288613680401475,281.19789719221205
1912-01-31,1912,1,9.615471202600792,29.04494008927485,50.48235855253742,283.24810070018094
1912-02-29,1912,2,9.78373534907335,28.316830271043635,53.60914038874745,281.7974377049377
1912-03-31,1912,3,11.396135259450945,44.87649411312595,66.08958804953674,281.9811144511007
1912-04-30,1912,4,13.713896280601203,42.33570360520299,62.483250520771946,283.9896412937668
1912-05-31,1912,5,16.12027118563392,50.043925110635044,74.74998367341257,283.96500315681897
1912-06-30,1912,6,18.246230093245043,95.2057972752639,82.67852550241022,282.7320208185246
1912-07-31,1912,7,18.846893145976903,97.98077829119777,80.54212966683878,279.1399685647184
1912-08-31,1912,8,18.32752179305521,95.49935416617951,67.94267988524096,281.4798096164079
1912-09-30,1912,9,17.776062654773597,132.36224801304425,57.796654593027526,282.007217663568
1912-10-31,1912,10,14.745178050954141,122.55367241701393,53.77965278747574,281.67799583652356
1912-11-30,1912,11,11.166965551920711,119.27233676175983,51.99398533111229,285.91406320226645
1912-12-31,1912,12,10.723075578956772,100.05535442671236,49.87603374881624,280.7453047156235
1913-01-31,1913,1,8.842081010739289,49.759566672948075,51.79169106294755,284.1069950825736
1913-02-28,1913,2,10.006633444342055,47.63922950052069,59.21210575878291,282.5472249807421
1913-03-31,1913,3,12.307033338656629,59.9761497586865,63.503818915394,281.94847731745597
1913-04-30,1913,4,13.905923021450914,45.82542376697175,83.18826381405555,282.18230257185894
1913-05-31,1913,5,16.077719401714944,66.12344724005878,87.8954154797155,284.5565975485905
1913-06-30,1913,6,18.781260041765616,84.00070650223006,90.16805208879002,280.96018336453125
1913-07-31,1913,7,18.875638229849354,88.17461763276594,75.64166794707215,285.34812342146193
1913-08-31,1913,8,17.72136627791369,104.61385729694081,74.01353823654057,284.9800325310293
1913-09-30,1913,9,16.656816505525246,132.67559923813002,69.41576516629709,280.9845416434715
1913-10-31,1913,10,14.179397724429215,92.47054561034305,57.66944206055827,282.6334261600192
1913-11-30,1913,11,11.810220646346613,126.63841625662533,47.64320397224079,282.6526885488254
1913-12-31,1913,12,9.446342757117634,89.03848897265571,49.36020084472193,282.14855125870577
1914-01-31,1914,1,9.64528218476776,53.11875009242021,46.423610440205294,281.4148337747255
1914-02-28,1914,2,10.624311371007,58.83478772349509,55.73899954512154,280.2478242253316
1914-03-31,1914,3,11.381094719116367,27.403920043296896,66.85310802389334,280.66008819912156
1914-04-30,1914,4,13.806162599565743,69.62603466707964,69.26247712527957,282.9119032581649
1914-05-31,1914,5,16.01206666084637,62.051332709376574,78.38299095569107,281.5158866432152
1914-06-30,1914,6,18.25037341125536,78.68300047736214,77.83891778634607,284.6216097184601
1914-07-31,1914,7,19.48093151476816,74.38743931192246,82.85254362511141,281.90372411356753
1914-08-31,1914,8,18.028392778784323,103.12508403672449,67.3641907662016,280.64701096012567
1914-09-30,1914,9,16.966037898974502,130.19950700420543,60.69559520030327,281.76720317683635
1914-10-31,1914,10,13.822469610978391,81.75843104315288,66.69674548744685,281.92630744295616
1914-11-30,1914,11,10.958958708910892,89.17416143410833,53.56908843450884,282.3262516277531
1914-12-31,1914,12,9.420869379182346,60.838576488325444,47.43075816946774,284.85559820431365
1915-01-31,1915,1,9.732572423869119,58.844021202176876,57.761658034626535,286.24496570824243
1915-02-28,1915,2,9.750996493560448,45.701111193242944,55.1653735834881,285.08001456516917
1915-03-31,1915,3,10.735209690003504,39.00043734745437,60.44574783602712,282.3330016676426
1915-04-30,1915,4,14.220608697730503,40.42238273684123,58.72295041061339,282.03904605261044
1915-05-31,1915,5,17.190541965153592,56.23003886119273,82.95100098492972,283.9372719366073
1915-06-30,1915,6,18.339164399797962,70.54253955964047,82.93136175356867,282.45758383816894
1915-07-31,1915,7,19.30144399140466,102.17214051139297,75.62692265537545,285.103068331782
1915-08-31,1915,8,18.649016942971436,116.73642007984246,64.79323659151888,282.5036214430763
1915-09-30,1915,9,16.609378459016085,118.75443409071143,61.25325836413264,282.20568637440067
1915-10-31,1915,10,14.633235095253584,136.89119972212046,56.14810472526621,284.4522077925787
1915-11-30,1915,11,12.356470701449878,106.43120344859753,50.23993517056686,282.66864740751123
1915-12-31,1915,12,10.64180792501235,96.54477039777541,45.17429718543582,288.48521332316056
1916-01-31,1916,1,8.68499861024282,58.10362109954773,51.28013361648911,284.41741090752845
1916-02-29,1916,2,9.797308519281929,23.977786959232375,58.11402163093035,287.50372982414297
1916-03-31,1916,3,11.725231940029712,23.605759512682006,72.20773635866239,282.78491164928005
1916-04-30,1916,4,14.54084437419991,44.71726562029987,67.45275134006839,283.5607468685258
1916-05-31,1916,5,16.738347489291378,83.59082138023133,75.66578762351597,282.7593674844811
1916-06-30,1916,6,18.95216725983451,68.74938785263704,82.57626036390766,285.4871613010784
1916-07-31,1916,7,20.08811782323636,99.81924347185347,90.08893888502422,284.75732777059386
1916-08-31,1916,8,17.799499126902866,111.62963707616287,66.86319841040802,283.8253527522203
1916-09-30,1916,9,16.77039841537101,130.19449653466805,72.32469996957751,281.4573845081775
1916-10-31,1916,10,14.179493116536001,82.64356757593154,58.04851573136305,282.5287434128611
1916-11-30,1916,11,11.93051888223802,140.03385227148704,53.389332289059524,281.3027953283893
1916-12-31,1916,12,9.271505915562601,67.01983017981293,47.344671132118066,282.9335339859622
1917-01-31,1917,1,9.7852464699483,41.9024530082056,43.62256015533899,282.7203859884833
1917-02-28,1917,2,9.734949464969068,36.787464111111184,58.63174413343646,282.97992902301615
1917-03-31,1917,3,10.940026525333558,57.879961453824514,73.92740265323823,284.9666002989755
1917-04-30,1917,4,12.839938483989105,41.3404750077988,69.78827809878455,287.84630527409894
1917-05-31,1917,5,16.35584612682935,22.11440596714713,79.6842997390661,283.4002952244841
1917-06-30,1917,6,18.5395766171376,57.33398688749938,79.57308833510342,286.3235345611678
1917-07-31,1917,7,19.117084638898298,101.57463186329156,83.22148942293549,281.6561471453367
1917-08-31,1917,8,18.038802650370616,108.37574304745031,69.96511711799855,283.53930108414323
1917-09-30,1917,9,17.238823477071033,132.28350257691747,69.02888688219825,284.5978413593961
1917-10-31,1917,10,13.475457431464925,95.6697633894665,63.016490835106914,280.180385901257
1917-11-30,1917,11,11.985230108373871,108.95999224786156,54.69482070820692,283.37528352506155
1917-12-31,1917,12,10.110781477382103,69.54853379450712,50.83132866273414,285.44146131403363
1918-01-31,1918,1,8.080503046470087,39.45564618602255,50.39715219709255,283.83139503053343
1918-02-28,1918,2,10.092520613589006,23.693631271734095,55.00073532258881,281.8246836984325
1918-03-31,1918,3,11.903985134711327,53.16868106712867,65.10926316281024,284.85484429344865
1918-04-30,1918,4,15.34955634281684,47.461182405145834,67.97887291536337,287.10501282923485
1918-05-31,1918,5,16.07718865348227,72.12418518375401,77.81719342139709,284.85754874304195
1918-06-30,1918,6,18.563565486662945,87.35956267976363,87.15240207166964,285.0630694861592
1918-07-31,1918,7,19.644098926628775,79.09840505661381,76.10479406328473,288.7894855634104
1918-08-31,1918,8,18.876128813563174,115.63788618077568,70.13663195711823,278.6770595254475
1918-09-30,1918,9,16.260202719337798,123.07436946977587,68.93191903447367,284.84917046232164
1918-10-31,1918,10,14.058143962967389,138.26100696924522,54.693603192332105,285.6776457678317
1918-11-30,1918,11,11.72386493165977,114.712683039111,48.8610538012127,286.8698217880212
1918-12-31,1918,12,9.999806711330669,70.49411581677306,48.57797712605381,285.00269139585623
1919-01-31,1919,1,9.530477472500653,81.19271810107597,52.25469254750316,285.16451571622804
1919-02-28,1919,2,10.412231622877067,32.27660705522254,58.69128659873217,286.05032264081706
1919-03-31,1919,3,11.015928416528789,48.17289822183342,61.13926588301037,284.6303417819368
1919-04-30,1919,4,14.37392958909,42.395416302455324,70.70891869919893,283.44209268644937
1919-05-31,1919,5,16.8352568385511,56.265320452606325,75.00309697190795,285.41107187712174
1919-06-30,1919,6,18.170395701212847,92.21402776181039,77.65845882809168,279.65940051186135
1919-07-31,1919,7,19.07522976570675,124.88926635168552,79.13614712245759,281.77563988542397
1919-08-31,1919,8,18.475031253144476,139.03917372955638,80.22409327110621,283.57291211355584
1919-09-30,1919,9,17.212472900040446,116.74680302330178,69.70914942997723,286.8858388383136
1919-10-31,1919,10,14.313588585347363,98.36648180576623,61.20173592078737,288.9314459759105
1919-11-30,1919,11,12.017372277478998,102.27022734975202,50.41888047641568,284.6965006004578
1919-12-31,1919,12,10.488276933908473,71.42732183297323,51.410634311173304,288.5065797220838
1920-01-31,1920,1,9.980973519412043,54.82441628037459,47.64655741257758,285.4828390334357
1920-02-29,1920,2,9.387282064493158,35.31345228973828,51.10553742700981,290.22858249719224
1920-03-31,1920,3,11.227213791017771,32.87760067536342,60.99626739578461,283.79849732782867
1920-04-30,1920,4,14.381468440927005,30.955411201734535,77.02215368881521,285.25077571532535
1920-05-31,1920,5,16.94042984645754,53.52037397812559,76.61550285875043,286.77400006977734
1920-06-30,1920,6,18.89010038912317,74.7586573589419,75.30894354244124,287.3576747290718
1920-07-31,1920,7,18.94137937085444,98.43947577180872,75.40642856748487,284.7469274984776
1920-08-31,1920,8,19.677719442236473,137.28621768856576,85.06495659591707,289.22186624027006
1920-09-30,1920,9,16.93313973090059,130.9692349219971,54.71695945552386,286.1523952633511
1920-10-31,1920,10,14.19335889019247,107.55619400354784,50.88283544376893,287.5963369980812
1920-11-30,1920,11,11.53465313240562,75.42511330551991,52.913971963416614,285.26693453256945
1920-12-31,1920,12,9.770014843992335,85.20211434274692,52.915272553660806,284.3126755780891
1921-01-31,1921,1,9.126628941585704,62.78707723196927,58.297036476008145,283.53394170679894
1921-02-28,1921,2,9.533206329735242,59.814972176288045,57.215972717164135,287.52435739787734
1921-03-31,1921,3,12.132324735318718,13.98393517775622,61.115197803148185,287.67527991645966
1921-04-30,1921,4,13.521826638684097,33.18374906448985,75.65605191677864,283.98582841771827
1921-05-31,1921,5,16.47139593635283,60.066014662728634,74.01488696578456,285.94895922485307
1921-06-30,1921,6,18.666079121062584,103.72323886816343,76.75910095917602,290.0986823548698
1921-07-31,1921,7,19.646698980671417,93.70429538899216,70.12011077448442,288.8540689078043
1921-08-31,1921,8,18.769821404359323,129.7405039729044,66.39148668899762,286.3610742570855
1921-09-30,1921,9,16.343029821685043,120.44818123319402,69.17791789239838,287.7608795990255
1921-10-31,1921,10,14.827719319692198,112.93099913240809,56.629418251621196,287.51071549867544
1921-11-30,1921,11,11.947133913997098,108.56736030084895,56.08183656183119,283.7560087499392
1921-12-31,1921,12,9.451641462394523,88.61944648904719,43.85967943216572,287.0617208247733
1922-01-31,1922,1,8.672856931077416,62.000427942360965,44.511897866982785,288.0161245764774
1922-02-28,1922,2,8.262071785156975,55.773641635356036,54.71328410727813,284.92306323682703
1922-03-31,1922,3,11.827815891229045,5.0,65.64088403964085,289.2967510323298
1922-04-30,1922,4,14.901294426888844,46.89215538606827,84.38357857210623,288.54523247392297
1922-05-31,1922,5,16.657492360449655,40.467814010092255,79.46478867682508,287.2436102634553
1922-06-30,1922,6,18.284910196364365,87.235398384219,82.03002323825284,288.6827954158054
1922-07-31,1922,7,19.134011175579854,93.2057565687866,86.12195987648249,283.5243910130841
1922-08-31,1922,8,18.48278719191852,104.95376631189933,73.17389351859289,282.2231091984749
1922-09-30,1922,9,17.7981048130746,131.4411764521113,65.49909787737094,285.2795018623812
1922-10-31,1922,10,15.461698403705652,99.68728025123771,49.9417086797544,287.55598348628496
1922-11-30,1922,11,12.202445399453364,106.0434461973292,51.10294792820062,285.7223347789225
1922-12-31,1922,12,10.059157631664274,84.42298982314229,39.33128737190131,287.99121286678826
1923-01-31,1923,1,9.434725487246059,84.22148323557569,55.47917202615104,285.2200668099461
1923-02-28,1923,2,10.68547610769101,57.387498873922596,54.40286204038442,285.55008173668404
1923-03-31,1923,3,11.515247311772137,32.880249209858,65.10483882943632,287.6421486465501
1923-04-30,1923,4,13.758930222113023,18.733475632295615,78.97075114203861,285.318630811706
1923-05-31,1923,5,18.1543642301741,46.06345686967096,77.78665488413517,284.1426124583788
1923-06-30,1923,6,18.375950429534562,72.15448628402164,72.09518721789577,289.35789177532826
1923-07-31,1923,7,19.856809292703073,131.8299788575882,76.47762356351784,287.1413534346152
1923-08-31,1923,8,18.60275999194304,127.01799879095229,63.22090231755587,287.8744726345818
1923-09-30,1923,9,16.289977097974333,126.58935458150464,59.070269052294435,286.44621510226256
1923-10-31,1923,10,15.086619811029092,124.0881861414862,55.24359743184543,286.8664518312356
1923-11-30,1923,11,12.384722568731856,97.34042248338325,62.74555009177653,286.8216533414766
1923-12-31,1923,12,10.462659532992703,70.13056358092278,54.663913078892996,284.49594235912997
1924-01-31,1924,1,8.613949753038433,60.28086809129919,57.99342299695166,289.4968874402887
1924-02-29,1924,2,10.429463785081927,33.17307098426487,55.86537456151535,289.4920001670671
1924-03-31,1924,3,12.240128403947839,42.125644528113774,68.44189914313446,289.7511681409772
1924-04-30,1924,4,14.345570225954988,40.63332559155985,71.37182038216052,285.51228811426694
1924-05-31,1924,5,16.6841465537027,47.594595743836564,80.75674652724571,289.18396384755096
1924-06-30,1924,6,18.396728664195958,90.63335164922486,76.8800825866956,290.22623085334857
1924-07-31,1924,7,19.12520317198336,100.67054803959431,69.11468232289067,291.939289808491
1924-08-31,1924,8,18.629850443363672,133.60313829287634,65.95296331691459,287.3274660871109
1924-09-30,1924,9,16.582207142630544,115.50902541781038,63.99335506281618,288.12468083532923
1924-10-31,1924,10,14.932782326358815,111.87611722819318,55.80032057503528,290.86759361798545
1924-11-30,1924,11,12.938487156196972,90.12941626327479,60.90632596106887,288.96310479750775
1924-12-31,1924,12,10.785749095104912,60.52442971728684,60.017621706107455,293.30519036008775
1925-01-31,1925,1,9.644929851925452,45.72701013670306,45.05975176549989,291.58432214705806
1925-02-28,1925,2,10.01232963041462,34.98753441094491,55.37832282416558,294.13549924493435
1925-03-31,1925,3,12.63529650533426,54.868963410842824,61.62429547611562,289.4935880882824
1925-04-30,1925,4,14.654819567495501,46.73355937213404,70.43254128257571,287.3361613147977
1925-05-31,1925,5,16.975613721456995,78.82822462534389,77.78723438043224,290.3971820064367
1925-06-30,1925,6,18.396182239127352,86.92204481346397,75.97371531157118,290.71865950546163
1925-07-31,1925,7,19.96757015942118,82.334737282734,78.27071711497871,285.89710535042406
1925-08-31,1925,8,18.42848807049752,100.85292488013404,70.92386394348493,289.4291212743822
1925-09-30,1925,9,17.09259309277705,134.74728576133253,59.86187650123248,290.6546575426937
1925-10-31,1925,10,13.759572394838084,98.38265892004131,55.540010815145614,289.15922489825783
1925-11-30,1925,11,11.819549400154905,95.93804886301702,53.93303055250118,289.24605373368735
1925-12-31,1925,12,10.397080951769514,68.90481461834499,54.734803742430074,286.9839583171588
1926-01-31,1926,1,9.671238587649482,40.2195145886336,64.31493275932978,293.0525746228474
1926-02-28,1926,2,11.020783608552103,31.40895780599649,46.819565595295586,287.77932368369176
1926-03-31,1926,3,11.637553359554627,56.41772149423126,63.744938622820065,291.69790604081476
1926-04-30,1926,4,13.147416049810946,23.43053959208724,72.09183326509851,290.6558762206518
